file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\insns\DexInsnData.java,jadx.plugins.input.dex.insns.DexInsnData,getIndexAsMethod/0,false,135,3,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\insns\DexInsnData.java,jadx.plugins.input.dex.insns.DexInsnData,getIndexAsCallSite/0,false,140,2,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\insns\DexInsnData.java,jadx.plugins.input.dex.insns.DexInsnData,getByteCode/0,false,75,2,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\insns\DexInsnData.java,jadx.plugins.input.dex.insns.DexInsnData,setArgsReg/1[int[]],false,168,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\insns\DexInsnData.java,jadx.plugins.input.dex.insns.DexInsnData,getLength/0,false,176,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\insns\DexInsnData.java,jadx.plugins.input.dex.insns.DexInsnData,"DexInsnData/2[jadx.plugins.input.dex.sections.DexCodeReader,jadx.plugins.input.dex.sections.SectionReader]",true,37,2,2,1,1,1,1,5,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\insns\DexInsnData.java,jadx.plugins.input.dex.insns.DexInsnData,getResultReg/0,false,95,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\insns\DexInsnData.java,jadx.plugins.input.dex.insns.DexInsnData,getLiteral/0,false,100,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\insns\DexInsnData.java,jadx.plugins.input.dex.insns.DexInsnData,setIndex/1[int],false,196,0,3,3,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\insns\DexInsnData.java,jadx.plugins.input.dex.insns.DexInsnData,isDecoded/0,false,200,0,2,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\insns\DexInsnData.java,jadx.plugins.input.dex.insns.DexInsnData,getIndexAsType/0,false,125,1,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\insns\DexInsnData.java,jadx.plugins.input.dex.insns.DexInsnData,getIndexAsProto/1[int],false,149,3,1,0,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,true
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\insns\DexInsnData.java,jadx.plugins.input.dex.insns.DexInsnData,setOpcodeUnit/1[int],false,228,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\insns\DexInsnData.java,jadx.plugins.input.dex.insns.DexInsnData,getArgsReg/0,false,164,1,3,3,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\insns\DexInsnData.java,jadx.plugins.input.dex.insns.DexInsnData,getIndexAsString/0,false,120,1,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\arrays\TestArrays4.java,jadx.tests.integration.arrays.TestArrays4,testArrayTypeInference/0,false,28,5,3,0,3,1,6,6,0,2,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,19,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\enums\TestEnums2a.java,jadx.tests.integration.enums.TestEnums2a$TestCls,check/0,false,44,2,2,0,2,1,4,6,0,0,0,4,0,0,0,0,0,0,2,6,0,0,0,0,0,0,3,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\trycatch\TestTryCatch7.java,jadx.tests.integration.trycatch.TestTryCatch7,testNoDebug/0,false,36,4,1,0,1,1,5,6,0,2,0,5,1,1,0,0,0,0,2,0,2,0,0,0,0,0,11,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\trycatch\TestTryCatch7.java,jadx.tests.integration.trycatch.TestTryCatch7,test/0,false,28,4,1,0,1,1,4,5,0,2,0,4,1,1,0,0,0,0,2,0,2,0,0,0,0,0,7,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\trycatch\TestTryCatch7.java,jadx.tests.integration.trycatch.TestTryCatch7,"check/3[java.lang.String,java.lang.String,java.lang.String]",false,44,0,2,2,0,1,2,7,0,0,3,2,0,0,0,0,0,0,7,0,0,5,0,0,0,0,9,2,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\trycatch\TestTryCatch6.java,jadx.tests.integration.trycatch.TestTryCatch6,test/0,false,46,3,0,0,0,1,5,5,0,2,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,8,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\trycatch\TestTryCatch6.java,jadx.tests.integration.trycatch.TestTryCatch6,testNoDebug/0,false,54,3,0,0,0,1,6,6,0,2,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,12,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-input-api\src\main\java\jadx\api\plugins\input\data\attributes\types\AnnotationDefaultAttr.java,jadx.api.plugins.input.data.attributes.types.AnnotationDefaultAttr,getAttrType/0,false,22,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-input-api\src\main\java\jadx\api\plugins\input\data\attributes\types\AnnotationDefaultAttr.java,jadx.api.plugins.input.data.attributes.types.AnnotationDefaultAttr,getValue/0,false,17,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-input-api\src\main\java\jadx\api\plugins\input\data\attributes\types\AnnotationDefaultAttr.java,jadx.api.plugins.input.data.attributes.types.AnnotationDefaultAttr,toString/0,false,27,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-input-api\src\main\java\jadx\api\plugins\input\data\attributes\types\AnnotationDefaultAttr.java,jadx.api.plugins.input.data.attributes.types.AnnotationDefaultAttr,AnnotationDefaultAttr/1[jadx.api.plugins.input.data.annotations.EncodedValue],true,13,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-java-input\src\main\java\jadx\plugins\input\java\data\code\decoders\LookupSwitchDecoder.java,jadx.plugins.input.java.data.code.decoders.LookupSwitchDecoder,skip/1[jadx.plugins.input.java.data.code.CodeDecodeState],false,16,2,1,0,1,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-java-input\src\main\java\jadx\plugins\input\java\data\code\decoders\LookupSwitchDecoder.java,jadx.plugins.input.java.data.code.decoders.LookupSwitchDecoder,decode/1[jadx.plugins.input.java.data.code.CodeDecodeState],false,11,2,1,0,1,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-java-input\src\main\java\jadx\plugins\input\java\data\code\decoders\LookupSwitchDecoder.java,jadx.plugins.input.java.data.code.decoders.LookupSwitchDecoder,"read/2[jadx.plugins.input.java.data.code.CodeDecodeState,boolean]",false,20,5,14,2,12,3,11,27,0,10,2,11,0,0,1,0,0,0,0,5,12,6,2,0,0,0,22,10,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\generics\TestMethodOverride.java,jadx.tests.integration.generics.TestMethodOverride,test/0,false,12,1,0,0,0,1,6,4,0,0,0,6,0,0,0,0,0,0,3,1,0,0,0,0,0,0,16,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\android\TestRFieldRestore.java,jadx.tests.integration.android.TestRFieldRestore$TestCls,test/0,false,26,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\codearea\JNodePopupListener.java,jadx.gui.ui.codearea.JNodePopupListener,popupMenuWillBecomeVisible/1[javax.swing.event.PopupMenuEvent],false,30,2,2,0,2,1,2,3,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\codearea\JNodePopupListener.java,jadx.gui.ui.codearea.JNodePopupListener,popupMenuCanceled/1[javax.swing.event.PopupMenuEvent],false,40,1,1,0,1,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\codearea\JNodePopupListener.java,jadx.gui.ui.codearea.JNodePopupListener,updateNode/1[jadx.gui.treemodel.JNode],false,23,2,3,2,1,2,1,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,2,0,false
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\codearea\JNodePopupListener.java,jadx.gui.ui.codearea.JNodePopupListener,popupMenuWillBecomeInvisible/1[javax.swing.event.PopupMenuEvent],false,35,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\codearea\JNodePopupListener.java,jadx.gui.ui.codearea.JNodePopupListener,addActions/1[jadx.gui.ui.codearea.JNodeAction],false,19,1,1,1,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\codearea\JNodePopupListener.java,jadx.gui.ui.codearea.JNodePopupListener,JNodePopupListener/1[jadx.gui.ui.codearea.CodeArea],true,15,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\core\dex\nodes\utils\TypeUtilsTest.java,jadx.core.dex.nodes.utils.TypeUtilsTest,"replaceTypeVar/3[jadx.core.dex.nodes.utils.ArgType,java.util.Map<jadx.core.dex.nodes.utils.ArgType,jadx.core.dex.nodes.utils.ArgType>,jadx.core.dex.nodes.utils.ArgType]",false,62,1,2,2,0,1,4,4,0,1,3,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,2,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\core\dex\nodes\utils\TypeUtilsTest.java,jadx.core.dex.nodes.utils.TypeUtilsTest,init/0,false,27,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\core\dex\nodes\utils\TypeUtilsTest.java,jadx.core.dex.nodes.utils.TypeUtilsTest,replaceTypeVariablesUsingMap2/0,false,43,3,1,0,1,1,7,15,0,9,0,7,1,1,0,0,0,0,4,0,9,0,0,0,0,0,21,0,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\core\dex\nodes\utils\TypeUtilsTest.java,jadx.core.dex.nodes.utils.TypeUtilsTest,replaceTypeVariablesUsingMap/0,false,32,3,1,0,1,1,6,8,0,3,0,6,1,1,0,0,0,0,2,0,3,0,0,0,0,0,19,0,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\trycatch\TestNestedTryCatch3.java,jadx.tests.integration.trycatch.TestNestedTryCatch3,test/0,false,38,2,0,0,0,1,5,3,0,0,0,5,0,0,0,0,0,0,4,1,0,0,0,0,0,0,10,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\inline\TestIssue86.java,jadx.tests.integration.inline.TestIssue86$TestCls$JSONArray,length/0,false,100,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\inline\TestIssue86.java,jadx.tests.integration.inline.TestIssue86$TestCls$JSONArray,getJSONObject/1[int],false,96,1,1,1,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\trycatch\TestNestedTryCatch4.java,jadx.tests.integration.trycatch.TestNestedTryCatch4,test/0,false,12,1,0,0,0,1,5,4,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\trycatch\TestNestedTryCatch2.java,jadx.tests.integration.trycatch.TestNestedTryCatch2,test/0,false,33,2,0,0,0,1,4,3,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\synchronize\TestSynchronized2.java,jadx.tests.integration.synchronize.TestSynchronized2$TestCls,test/1[java.lang.Object],false,17,0,0,0,0,2,1,3,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,42,0,false
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\search\providers\BaseSearchProvider.java,jadx.gui.search.providers.BaseSearchProvider,total/0,false,42,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\search\providers\BaseSearchProvider.java,jadx.gui.search.providers.BaseSearchProvider,"BaseSearchProvider/3[jadx.gui.ui.MainWindow,jadx.gui.search.SearchSettings,java.util.List<jadx.gui.search.providers.JavaClass>]",true,22,3,3,0,3,1,4,6,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\search\providers\BaseSearchProvider.java,jadx.gui.search.providers.BaseSearchProvider,isMatch/1[java.lang.String],false,29,1,4,3,1,2,1,3,1,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,4,0,false
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\search\providers\BaseSearchProvider.java,jadx.gui.search.providers.BaseSearchProvider,convert/1[jadx.gui.search.providers.JavaNode],false,33,2,5,5,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,false
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\search\providers\BaseSearchProvider.java,jadx.gui.search.providers.BaseSearchProvider,convert/1[jadx.gui.search.providers.JavaClass],false,37,2,0,0,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\trycatch\TestTryCatch2.java,jadx.tests.integration.trycatch.TestTryCatch2,test/0,false,29,3,0,0,0,1,5,10,0,2,0,5,0,0,0,0,0,0,6,0,2,0,0,0,0,0,18,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-java-input\src\main\java\jadx\plugins\input\java\data\attributes\types\JavaParamAnnsAttr.java,jadx.plugins.input.java.data.attributes.types.JavaParamAnnsAttr,merge/1[jadx.plugins.input.java.data.attributes.JavaAttrStorage],false,38,3,5,1,4,5,4,14,4,2,1,4,2,1,0,4,0,0,0,0,2,0,1,0,0,0,15,9,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-java-input\src\main\java\jadx\plugins\input\java\data\attributes\types\JavaParamAnnsAttr.java,jadx.plugins.input.java.data.attributes.types.JavaParamAnnsAttr,reader/1[jadx.api.plugins.input.data.annotations.AnnotationVisibility],false,27,6,4,1,3,2,3,11,2,5,1,3,0,0,1,0,0,0,0,1,3,0,2,0,0,1,14,9,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-java-input\src\main\java\jadx\plugins\input\java\data\attributes\types\JavaParamAnnsAttr.java,jadx.plugins.input.java.data.attributes.types.JavaParamAnnsAttr,getList/0,false,23,1,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-java-input\src\main\java\jadx\plugins\input\java\data\attributes\types\JavaParamAnnsAttr.java,jadx.plugins.input.java.data.attributes.types.JavaParamAnnsAttr,"mergeParamLists/2[java.util.List<java.util.List<jadx.api.plugins.input.data.annotations.IAnnotation>>,java.util.List<java.util.List<jadx.api.plugins.input.data.annotations.IAnnotation>>]",false,53,1,1,1,0,4,6,12,1,7,2,6,0,0,1,0,0,0,0,1,7,0,1,0,0,0,10,10,0,false
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-java-input\src\main\java\jadx\plugins\input\java\data\attributes\types\JavaParamAnnsAttr.java,jadx.plugins.input.java.data.attributes.types.JavaParamAnnsAttr,JavaParamAnnsAttr/1[java.util.List<java.util.List<jadx.api.plugins.input.data.annotations.IAnnotation>>],true,19,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\types\TestFieldCast.java,jadx.tests.integration.types.TestFieldCast,test/0,false,51,2,0,0,0,1,6,4,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\xmlgen\IResParser.java,jadx.core.xmlgen.IResParser,getStrings/0,false,12,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\xmlgen\IResParser.java,jadx.core.xmlgen.IResParser,decode/1[java.io.InputStream],false,8,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\xmlgen\IResParser.java,jadx.core.xmlgen.IResParser,getResStorage/0,false,10,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\plugins\JadxPlugin.java,jadx.api.plugins.JadxPlugin,getPluginInfo/0,false,14,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,true
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\plugins\JadxPlugin.java,jadx.api.plugins.JadxPlugin,init/1[jadx.api.plugins.JadxPluginContext],false,20,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,true
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\jobs\TaskProgress.java,jadx.gui.jobs.TaskProgress,"TaskProgress/2[long,long]",true,13,0,1,1,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\jobs\TaskProgress.java,jadx.gui.jobs.TaskProgress,TaskProgress/0,true,9,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\jobs\TaskProgress.java,jadx.gui.jobs.TaskProgress,"TaskProgress/2[int,int]",true,17,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\jobs\TaskProgress.java,jadx.gui.jobs.TaskProgress,updateTotal/1[int],false,36,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\jobs\TaskProgress.java,jadx.gui.jobs.TaskProgress,progress/0,false,23,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\jobs\TaskProgress.java,jadx.gui.jobs.TaskProgress,updateProgress/1[int],false,32,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\jobs\TaskProgress.java,jadx.gui.jobs.TaskProgress,total/0,false,28,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\conditions\TestTernaryOneBranchInConstructor.java,jadx.tests.integration.conditions.TestTernaryOneBranchInConstructor$TestCls,"TestCls/2[java.lang.String,int]",true,16,0,0,0,0,2,0,3,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\conditions\TestTernaryOneBranchInConstructor.java,jadx.tests.integration.conditions.TestTernaryOneBranchInConstructor$TestCls,TestCls/1[int],true,20,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\instructions\args\ArgType.java,jadx.core.dex.instructions.args.ArgType$KnownType,isTypeKnown/0,false,173,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\instructions\args\ArgType.java,jadx.core.dex.instructions.args.ArgType$KnownType,selectFirst/0,false,183,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\instructions\args\ArgType.java,jadx.core.dex.instructions.args.ArgType$KnownType,getPossibleTypes/0,false,188,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\instructions\args\ArgType.java,jadx.core.dex.instructions.args.ArgType$KnownType,contains/1[jadx.core.dex.instructions.args.PrimitiveType],false,178,2,1,0,1,2,1,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\others\TestStringConstructor.java,jadx.tests.integration.others.TestStringConstructor,test4/0,false,56,3,0,0,0,1,5,5,0,2,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,8,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\others\TestStringConstructor.java,jadx.tests.integration.others.TestStringConstructor,test/0,false,20,3,0,0,0,1,5,5,0,2,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,8,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\others\TestStringConstructor.java,jadx.tests.integration.others.TestStringConstructor,test2/0,false,32,3,0,0,0,1,5,5,0,2,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,8,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\others\TestStringConstructor.java,jadx.tests.integration.others.TestStringConstructor,test5/0,false,68,3,0,0,0,1,5,5,0,2,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,8,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\others\TestStringConstructor.java,jadx.tests.integration.others.TestStringConstructor,testNegative2/0,false,93,3,0,0,0,1,5,5,0,2,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,9,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\others\TestStringConstructor.java,jadx.tests.integration.others.TestStringConstructor,test3/0,false,44,3,0,0,0,1,5,5,0,2,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,8,1,0,false
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\others\TestStringConstructor.java,jadx.tests.integration.others.TestStringConstructor,testNegative/0,false,80,3,0,0,0,1,5,5,0,2,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,9,1,0,false
