file,class,method,variable,usage
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\ClassAliasInfo.java,jadx.core.dex.info.ClassAliasInfo,"ClassAliasInfo/2[java.lang.String,java.lang.String]",shortName,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\ClassAliasInfo.java,jadx.core.dex.info.ClassAliasInfo,"ClassAliasInfo/2[java.lang.String,java.lang.String]",pkg,3
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\panel\LogcatPanel.java,jadx.gui.ui.panel.LogcatPanel$CheckComboStore,"CheckComboStore/3[int,java.lang.String,java.lang.Boolean]",index,3
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\panel\LogcatPanel.java,jadx.gui.ui.panel.LogcatPanel$CheckComboStore,"CheckComboStore/3[int,java.lang.String,java.lang.Boolean]",id,3
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\panel\LogcatPanel.java,jadx.gui.ui.panel.LogcatPanel$CheckComboStore,"CheckComboStore/3[int,java.lang.String,java.lang.Boolean]",state,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\instructions\args\VarName.java,jadx.core.dex.instructions.args.VarName,toString/0,name,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\instructions\args\VarName.java,jadx.core.dex.instructions.args.VarName,getName/0,name,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\instructions\args\VarName.java,jadx.core.dex.instructions.args.VarName,setName/1[java.lang.String],name,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\plugins\PluginContext.java,jadx.core.plugins.PluginContext,getGuiContext/0,guiContext,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\plugins\PluginContext.java,jadx.core.plugins.PluginContext,addCodeInput/1[jadx.core.plugins.JadxCodeInput],codeInputs,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\plugins\PluginContext.java,jadx.core.plugins.PluginContext,"PluginContext/2[jadx.core.plugins.JadxDecompiler,jadx.core.plugins.JadxPlugin]",decompiler,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\plugins\PluginContext.java,jadx.core.plugins.PluginContext,"PluginContext/2[jadx.core.plugins.JadxDecompiler,jadx.core.plugins.JadxPlugin]",plugin,4
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\plugins\PluginContext.java,jadx.core.plugins.PluginContext,"PluginContext/2[jadx.core.plugins.JadxDecompiler,jadx.core.plugins.JadxPlugin]",pluginInfo,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\plugins\PluginContext.java,jadx.core.plugins.PluginContext,addPass/1[jadx.core.plugins.JadxPass],decompiler,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\plugins\PluginContext.java,jadx.core.plugins.PluginContext,getOptions/0,options,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\plugins\PluginContext.java,jadx.core.plugins.PluginContext,getCodeInputs/0,codeInputs,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\plugins\PluginContext.java,jadx.core.plugins.PluginContext,setGuiContext/1[jadx.core.plugins.JadxGuiContext],guiContext,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\plugins\PluginContext.java,jadx.core.plugins.PluginContext,registerOptions/1[jadx.core.plugins.JadxPluginOptions],options,4
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\plugins\PluginContext.java,jadx.core.plugins.PluginContext,getArgs/0,decompiler,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\plugins\PluginContext.java,jadx.core.plugins.PluginContext,getInputsHash/0,inputsHashSupplier,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\plugins\PluginContext.java,jadx.core.plugins.PluginContext,getPluginInfo/0,pluginInfo,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\plugins\PluginContext.java,jadx.core.plugins.PluginContext,getPlugin/0,plugin,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\plugins\PluginContext.java,jadx.core.plugins.PluginContext,getDecompiler/0,decompiler,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\plugins\PluginContext.java,jadx.core.plugins.PluginContext,init/0,plugin,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\plugins\PluginContext.java,jadx.core.plugins.PluginContext,init/0,initialized,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\plugins\PluginContext.java,jadx.core.plugins.PluginContext,isInitialized/0,initialized,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\plugins\PluginContext.java,jadx.core.plugins.PluginContext,getPluginId/0,pluginInfo,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\plugins\PluginContext.java,jadx.core.plugins.PluginContext,registerInputsHashSupplier/1[java.util.function.Supplier<java.lang.String>],inputsHashSupplier,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\others\TestCodeComments2a.java,jadx.tests.integration.others.TestCodeComments2a$TestCls,test/1[boolean],f,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\loops\ForEachLoop.java,jadx.core.dex.regions.loops.ForEachLoop,getIterableArg/0,iterableArgInsn,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\loops\ForEachLoop.java,jadx.core.dex.regions.loops.ForEachLoop,injectFakeInsns/1[jadx.core.dex.regions.loops.LoopRegion],iterableArgInsn,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\loops\ForEachLoop.java,jadx.core.dex.regions.loops.ForEachLoop,injectFakeInsns/1[jadx.core.dex.regions.loops.LoopRegion],varArgInsn,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\loops\ForEachLoop.java,jadx.core.dex.regions.loops.ForEachLoop,"ForEachLoop/2[jadx.core.dex.instructions.args.RegisterArg,jadx.core.dex.instructions.args.InsnArg]",varArgInsn,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\loops\ForEachLoop.java,jadx.core.dex.regions.loops.ForEachLoop,"ForEachLoop/2[jadx.core.dex.instructions.args.RegisterArg,jadx.core.dex.instructions.args.InsnArg]",iterableArgInsn,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\loops\ForEachLoop.java,jadx.core.dex.regions.loops.ForEachLoop,getVarArg/0,varArgInsn,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\utils\PassMerge.java,jadx.core.utils.PassMerge$ExtDepsComparator,containsVisitor/1[java.util.List<java.lang.String>],names,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\utils\PassMerge.java,jadx.core.utils.PassMerge$ExtDepsComparator,ExtDepsComparator/1[java.util.List<jadx.core.utils.IDexTreeVisitor>],names,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\usethis\TestDontInlineThis.java,jadx.tests.integration.usethis.TestDontInlineThis$TestCls,test/0,field,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaMethod.java,jadx.api.JavaMethod,getTopParentClass/0,parent,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaMethod.java,jadx.api.JavaMethod,getOverrideRelatedMethods/0,mth,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaMethod.java,jadx.api.JavaMethod,getOverrideRelatedMethods/0,LOG,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaMethod.java,jadx.api.JavaMethod,getAccessFlags/0,mth,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaMethod.java,jadx.api.JavaMethod,isConstructor/0,mth,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaMethod.java,jadx.api.JavaMethod,hashCode/0,mth,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaMethod.java,jadx.api.JavaMethod,getFullName/0,mth,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaMethod.java,jadx.api.JavaMethod,getDeclaringClass/0,parent,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaMethod.java,jadx.api.JavaMethod,getName/0,mth,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaMethod.java,jadx.api.JavaMethod,getUseIn/0,mth,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaMethod.java,jadx.api.JavaMethod,getDefPos/0,mth,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaMethod.java,jadx.api.JavaMethod,"JavaMethod/2[jadx.api.JavaClass,jadx.core.dex.nodes.MethodNode]",mth,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaMethod.java,jadx.api.JavaMethod,"JavaMethod/2[jadx.api.JavaClass,jadx.core.dex.nodes.MethodNode]",parent,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaMethod.java,jadx.api.JavaMethod,equals/1[java.lang.Object],mth,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaMethod.java,jadx.api.JavaMethod,getArguments/0,mth,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaMethod.java,jadx.api.JavaMethod,getMethodNode/0,mth,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaMethod.java,jadx.api.JavaMethod,getReturnType/0,mth,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaMethod.java,jadx.api.JavaMethod,isClassInit/0,mth,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaMethod.java,jadx.api.JavaMethod,toString/0,mth,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaMethod.java,jadx.api.JavaMethod,removeAlias/0,mth,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaMethod.java,jadx.api.JavaMethod,isOwnCodeAnnotation/1[jadx.api.metadata.ICodeAnnotation],mth,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaField.java,jadx.api.JavaField,getDefPos/0,field,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaField.java,jadx.api.JavaField,getUseIn/0,field,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaField.java,jadx.api.JavaField,"JavaField/2[jadx.api.JavaClass,jadx.core.dex.nodes.FieldNode]",parent,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaField.java,jadx.api.JavaField,"JavaField/2[jadx.api.JavaClass,jadx.core.dex.nodes.FieldNode]",field,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaField.java,jadx.api.JavaField,equals/1[java.lang.Object],field,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaField.java,jadx.api.JavaField,getRawName/0,field,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaField.java,jadx.api.JavaField,isOwnCodeAnnotation/1[jadx.api.metadata.ICodeAnnotation],field,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaField.java,jadx.api.JavaField,getAccessFlags/0,field,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaField.java,jadx.api.JavaField,getType/0,field,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaField.java,jadx.api.JavaField,getFullName/0,parent,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaField.java,jadx.api.JavaField,getDeclaringClass/0,parent,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaField.java,jadx.api.JavaField,hashCode/0,field,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaField.java,jadx.api.JavaField,toString/0,field,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaField.java,jadx.api.JavaField,removeAlias/0,field,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaField.java,jadx.api.JavaField,getName/0,field,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaField.java,jadx.api.JavaField,getTopParentClass/0,parent,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\JavaField.java,jadx.api.JavaField,getFieldNode/0,field,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,"addrChange/2[int,int]",codeSize,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,"initMthArgs/2[int,java.util.List<java.lang.String>]",argTypes,7
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,"initMthArgs/2[int,java.util.List<java.lang.String>]",argRegs,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,process/1[int],ext,4
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,process/1[int],argRegs,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,process/1[int],DBG_SET_FILE,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,process/1[int],in,17
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,process/1[int],DBG_LINE_RANGE,2
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,process/1[int],DBG_ADVANCE_PC,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,process/1[int],DBG_LINE_BASE,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,process/1[int],DBG_START_LOCAL,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,process/1[int],sourceFile,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,process/1[int],codeSize,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,process/1[int],DBG_SET_PROLOGUE_END,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,process/1[int],argTypes,2
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,process/1[int],DBG_START_LOCAL_EXTENDED,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,process/1[int],DBG_RESTART_LOCAL,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,process/1[int],DBG_ADVANCE_LINE,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,process/1[int],linesMap,2
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,process/1[int],DBG_END_SEQUENCE,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,process/1[int],DBG_FIRST_SPECIAL,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,process/1[int],resultList,2
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,process/1[int],locals,2
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,process/1[int],DBG_END_LOCAL,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,process/1[int],DBG_SET_EPILOGUE_BEGIN,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,"DebugInfoParser/3[jadx.plugins.input.dex.sections.SectionReader,int,int]",ext,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,"DebugInfoParser/3[jadx.plugins.input.dex.sections.SectionReader,int,int]",in,4
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,"DebugInfoParser/3[jadx.plugins.input.dex.sections.SectionReader,int,int]",codeSize,3
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,"DebugInfoParser/3[jadx.plugins.input.dex.sections.SectionReader,int,int]",locals,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,"setLine/2[int,int]",linesMap,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,"restartVar/2[int,int]",locals,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,"endVar/2[jadx.plugins.input.dex.sections.debuginfo.DexLocalVar,int]",resultList,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\sections\debuginfo\DebugInfoParser.java,jadx.plugins.input.dex.sections.debuginfo.DebugInfoParser,"startVar/2[jadx.plugins.input.dex.sections.debuginfo.DexLocalVar,int]",locals,2
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\dialog\ADBDialog.java,jadx.gui.ui.dialog.ADBDialog$DeviceNode,refresh/0,tNode,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\dialog\ADBDialog.java,jadx.gui.ui.dialog.ADBDialog$DeviceNode,refresh/0,device,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\dialog\ADBDialog.java,jadx.gui.ui.dialog.ADBDialog$DeviceNode,DeviceNode/1[jadx.gui.device.protocol.ADBDevice],tNode,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\dialog\ADBDialog.java,jadx.gui.ui.dialog.ADBDialog$DeviceNode,DeviceNode/1[jadx.gui.device.protocol.ADBDevice],device,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\metadata\annotations\VarRef.java,jadx.api.metadata.annotations.VarRef$RelatedVarRef,getRefPos/0,varNode,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\metadata\annotations\VarRef.java,jadx.api.metadata.annotations.VarRef$RelatedVarRef,RelatedVarRef/1[jadx.api.metadata.annotations.VarNode],varNode,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\api\metadata\annotations\VarRef.java,jadx.api.metadata.annotations.VarRef$RelatedVarRef,toString/0,varNode,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\InsnGen.java,jadx.core.codegen.InsnGen,"makeInsnBody/3[jadx.api.ICodeWriter,jadx.core.dex.nodes.InsnNode,java.util.Set<jadx.core.codegen.InsnGen.Flags>]",mth,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\InsnGen.java,jadx.core.codegen.InsnGen,"makeInsnBody/3[jadx.api.ICodeWriter,jadx.core.dex.nodes.InsnNode,java.util.Set<jadx.core.codegen.InsnGen.Flags>]",mgen,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\InsnGen.java,jadx.core.codegen.InsnGen,"makeInsnBody/3[jadx.api.ICodeWriter,jadx.core.dex.nodes.InsnNode,java.util.Set<jadx.core.codegen.InsnGen.Flags>]",root,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\InsnGen.java,jadx.core.codegen.InsnGen,"makeInsnBody/3[jadx.api.ICodeWriter,jadx.core.dex.nodes.InsnNode,java.util.Set<jadx.core.codegen.InsnGen.Flags>]",fallback,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\InsnGen.java,jadx.core.codegen.InsnGen,getClassForSuperCall/1[jadx.core.dex.info.MethodInfo],mth,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\InsnGen.java,jadx.core.codegen.InsnGen,getClassForSuperCall/1[jadx.core.dex.info.MethodInfo],root,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\InsnGen.java,jadx.core.codegen.InsnGen,"instanceField/3[jadx.api.ICodeWriter,jadx.core.dex.info.FieldInfo,jadx.core.dex.instructions.args.InsnArg]",mth,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\InsnGen.java,jadx.core.codegen.InsnGen,"instanceField/3[jadx.api.ICodeWriter,jadx.core.dex.info.FieldInfo,jadx.core.dex.instructions.args.InsnArg]",root,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\InsnGen.java,jadx.core.codegen.InsnGen,"addArg/3[jadx.api.ICodeWriter,jadx.core.dex.instructions.args.InsnArg,boolean]",BODY_ONLY_NOWRAP_FLAGS,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\InsnGen.java,jadx.core.codegen.InsnGen,"addArg/3[jadx.api.ICodeWriter,jadx.core.dex.instructions.args.InsnArg,boolean]",BODY_ONLY_FLAG,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\InsnGen.java,jadx.core.codegen.InsnGen,"makeInvokeLambda/2[jadx.api.ICodeWriter,jadx.core.dex.instructions.InvokeCustomNode]",fallback,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\InsnGen.java,jadx.core.codegen.InsnGen,"InsnGen/2[jadx.core.codegen.MethodGen,boolean]",mgen,4
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\InsnGen.java,jadx.core.codegen.InsnGen,"InsnGen/2[jadx.core.codegen.MethodGen,boolean]",mth,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\InsnGen.java,jadx.core.codegen.InsnGen,"InsnGen/2[jadx.core.codegen.MethodGen,boolean]",root,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\InsnGen.java,jadx.core.codegen.InsnGen,"InsnGen/2[jadx.core.codegen.MethodGen,boolean]",fallback,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\InsnGen.java,jadx.core.codegen.InsnGen,"makeStaticFieldAccess/3[jadx.api.ICodeWriter,jadx.core.dex.info.FieldInfo,jadx.core.codegen.ClassGen]",root,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\InsnGen.java,jadx.core.codegen.InsnGen,"defVar/2[jadx.api.ICodeWriter,jadx.core.dex.instructions.args.CodeVar]",mgen,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\InsnGen.java,jadx.core.codegen.InsnGen,"defVar/2[jadx.api.ICodeWriter,jadx.core.dex.instructions.args.CodeVar]",mth,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\InsnGen.java,jadx.core.codegen.InsnGen,"makeSimpleLambda/2[jadx.api.ICodeWriter,jadx.core.dex.instructions.InvokeCustomNode]",fallback,1
